location_id,location_name,iso3,sdi_2023,observed_2023,expected_2023,excess_2023,oe_ratio_2023,high_observed_2023,high_excess_2023,burden_profile_2023,high_excess_years_2000_2023,marked_adverse_domains_2023,n_marked_domains_2023,dominant_adverse_domain_2023
194,Lesotho,LSO,0.509816661,16716.94903820866,10907.82197103602,5809.12706717264,1.5325652621208752,True,True,Double-high,24,HIV/TB,1,HIV/TB
195,Namibia,NAM,0.619642149,7783.113785130109,7102.210250978614,680.9035341514955,1.0958720609626664,True,True,Double-high,24,WASH; HIV/TB,2,WASH
196,South Africa,ZAF,0.70261336,9965.14925982399,4555.483102300885,5409.666157523105,2.187506579662383,True,True,Double-high,24,Ambient PM2.5; WASH; HIV/TB,3,HIV/TB
197,Eswatini,SWZ,0.606902305,7333.211689709799,7527.384125262164,-194.1724355523648,0.9742045267889656,True,False,Structural high,18,WASH; HIV/TB,2,HIV/TB
198,Zimbabwe,ZWE,0.491184885,10242.88233505578,11558.0775957218,-1315.1952606660216,0.8862098606127339,True,False,Structural high,0,HIV/TB,1,HIV/TB
200,Benin,BEN,0.40649626,8590.05600133257,14364.791826117362,-5774.735824784792,0.5979937687446714,True,False,Structural high,0,Ambient PM2.5; Climate/transmission; WASH; Immunisation/UHC,4,Climate/transmission
201,Burkina Faso,BFA,0.306760806,7131.39903429697,17146.11170792992,-10014.712673632948,0.415919314872932,False,False,Neither,0,WASH,1,WASH
202,Cameroon,CMR,0.487083713,7348.07034161533,11700.219162815049,-4352.148821199717,0.6280284359944759,True,False,Structural high,0,Ambient PM2.5,1,Ambient PM2.5
203,Cabo Verde,CPV,0.562409777,4830.36235071415,9058.683114978092,-4228.320764263942,0.5332300831593701,False,False,Neither,0,Climate/transmission,1,Climate/transmission
204,Chad,TCD,0.239323301,13470.30073356452,18655.17355268658,-5184.872819122062,0.7220678325785195,True,False,Structural high,0,Household energy/HAP; Ambient PM2.5; WASH; Immunisation/UHC; Health resources,5,Immunisation/UHC
205,Côte d'Ivoire,CIV,0.451524015,7320.20796514121,12910.760642858157,-5590.552677716945,0.5669850264934257,False,False,Neither,0,Climate/transmission,1,Climate/transmission
206,Gambia,GMB,0.432615004,8319.070825546709,13533.87072370179,-5214.799898155081,0.6146852585918061,True,False,Structural high,0,Household energy/HAP; Health resources,2,Health resources
207,Ghana,GHA,0.573769063,6329.25139100965,8662.474182082777,-2333.2227910731262,0.7306516888790157,False,False,Neither,0,Ambient PM2.5; Climate/transmission; WASH,3,WASH
208,Guinea,GIN,0.355150968,10792.60866961379,15879.230781157938,-5086.622111544148,0.6796682294220537,True,False,Structural high,0,Household energy/HAP; Immunisation/UHC,2,Immunisation/UHC
209,Guinea-Bissau,GNB,0.373341963,8720.49487280476,15362.03125850096,-6641.536385696199,0.5676654816060903,True,False,Structural high,0,Household energy/HAP; WASH,2,Household energy/HAP
210,Liberia,LBR,0.38302106,9487.48922817474,15078.002109095003,-5590.512880920263,0.6292272119030887,True,False,Structural high,0,Household energy/HAP; Climate/transmission,2,Household energy/HAP
211,Mali,MLI,0.284970766,8088.13538489103,17664.994260546788,-9576.858875655758,0.4578623273575112,True,False,Structural high,0,Household energy/HAP; Health resources,2,Household energy/HAP
212,Mauritania,MRT,0.518009346,8251.15136725873,10620.170911987156,-2369.019544728426,0.7769320697038429,True,False,Structural high,2,Ambient PM2.5,1,Ambient PM2.5
213,Niger,NER,0.203013134,11958.87798295491,19361.344701855407,-7402.466718900498,0.6176677378100129,True,False,Structural high,0,Household energy/HAP; Ambient PM2.5; WASH; Health resources,4,Ambient PM2.5
214,Nigeria,NGA,0.511952631,12039.683642782227,10832.903290812075,1206.7803519701502,1.11139953155436,True,True,Double-high,13,Ambient PM2.5; Climate/transmission; Immunisation/UHC,3,Ambient PM2.5
215,Sao Tome and Principe,STP,0.522633002,6201.02874173648,10457.538895247935,-4256.510153511455,0.5929720944718955,False,False,Neither,0,Climate/transmission,1,Climate/transmission
216,Senegal,SEN,0.412747283,7130.26906517842,14169.340979104256,-7039.071913925836,0.5032181154856487,False,False,Neither,0,Ambient PM2.5,1,Ambient PM2.5
217,Sierra Leone,SLE,0.383229086,10119.910915429493,15071.831761165424,-4951.920845735931,0.6714453210328944,True,False,Structural high,8,Household energy/HAP; Climate/transmission; WASH; HIV/TB; Health resources,5,Climate/transmission
218,Togo,TGO,0.4605221,9010.08443490722,12608.738446460557,-3598.654011553336,0.7145904781169026,True,False,Structural high,0,Climate/transmission; WASH,2,Climate/transmission
298,American Samoa,ASM,0.743030595,6620.004677934339,3498.408140782186,3121.5965371521534,1.892290553741456,False,True,Excess-only,14,Household energy/HAP; Climate/transmission; WASH,3,WASH
305,Bermuda,BMU,0.826940374,3746.77522268584,1791.897379253542,1954.8778434322985,2.0909541283255013,False,True,Excess-only,16,Household energy/HAP; Climate/transmission,2,Climate/transmission
320,Cook Islands,COK,0.777404869,6708.50701980164,2716.132896442719,3992.374123358921,2.4698743675567854,False,True,Excess-only,24,Climate/transmission,1,Climate/transmission
349,Greenland,GRL,0.860113904,772.65031207911,1307.0765765920055,-534.4262645128957,0.5911285734257994,False,False,Neither,0,Household energy/HAP; HIV/TB,2,HIV/TB
351,Guam,GUM,0.811868521,7407.560540449699,2047.411463795206,5360.149076654493,3.618012632750721,True,True,Double-high,24,Climate/transmission; HIV/TB,2,Climate/transmission
367,Monaco,MCO,0.92270063,822.3329825589799,659.2939394746445,163.0390430843354,1.247293404841932,False,False,Neither,0,,0,Household energy/HAP
369,Nauru,NRU,0.626371926,11446.95521865991,6880.636544941085,4566.318673718825,1.6636477081580718,True,True,Double-high,24,Climate/transmission,1,Climate/transmission
374,Niue,NIU,0.748490237,7735.37451151143,3366.697613617717,4368.6768978937125,2.29761487346626,True,True,Double-high,24,Household energy/HAP; Climate/transmission,2,Climate/transmission
376,Northern Mariana Islands,MNP,0.791104245,6486.173108238299,2436.244503353798,4049.9286048845015,2.662365415010384,False,True,Excess-only,24,Climate/transmission; HIV/TB,2,HIV/TB
380,Palau,PLW,0.75589719,6792.642163054439,3192.447829891857,3600.1943331625816,2.127722213485486,False,True,Excess-only,24,Climate/transmission; HIV/TB; Health resources,3,HIV/TB
385,Puerto Rico,PRI,0.847508564,3433.34057015421,1478.9582186312389,1954.3823515229712,2.321458799107748,False,True,Excess-only,14,Climate/transmission,1,Climate/transmission
393,Saint Kitts and Nevis,KNA,0.754464215,4304.140417921791,3225.7565751254583,1078.3838427963324,1.33430416018121,False,True,Excess-only,9,Climate/transmission; HIV/TB,2,Climate/transmission
396,San Marino,SMR,0.883012202,855.48700628964,1031.9210588504811,-176.4340525608411,0.8290236922217853,False,False,Neither,0,,0,Immunisation/UHC
416,Tuvalu,TUV,0.611233842,7615.06886600853,7382.017938648911,233.05092735961887,1.03157008412828,True,False,Structural high,0,Climate/transmission,1,Climate/transmission
422,United States Virgin Islands,VIR,0.816423321,3121.51178621093,1967.8319787685723,1153.6798074423575,1.5862694680692735,False,True,Excess-only,12,Climate/transmission,1,Climate/transmission
435,South Sudan,SSD,0.379080534,11048.540012845411,15194.362596623763,-4145.822583778354,0.7271473181310305,True,False,Structural high,0,Household energy/HAP; WASH; Immunisation/UHC,3,WASH
522,Sudan,SDN,0.573101197,7979.42215441398,8685.693199935622,-706.271045521642,0.9186857019625242,True,False,Structural high,12,Ambient PM2.5; WASH; Immunisation/UHC; Health resources,4,Immunisation/UHC
